"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
1533, 8.247101306915293e-02, -1.587080208717772e-02, 9.205864924567496e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.394012386757935e+00, 0.000000000000000e+00, 1.357604954703174e+00, 1.097215434836318e+00, 0.000000000000000e+00, 2.710073346503173e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.652055055849760e-07, 2.815313236105679e-03, 1.548483471384080e-04, -2.413751959173017e+02, 2.373450426997870e+00, 0.000000000000000e+00
1559, 7.564741373062130e-02, -1.627576543757380e-02, 9.100533965890593e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.354030213237119e+00, 0.000000000000000e+00, 1.341612085294847e+00, 1.096839745064307e+00, 0.000000000000000e+00, -4.885005351620732e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.651625782885280e-07, 2.877524365580637e-03, 1.779753742183001e-04, -2.519000697489504e+02, 2.380264801173471e+00, 0.000000000000000e+00
1585, 6.917616724967959e-02, -1.669309057522599e-02, 8.966757120089071e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.303121471017342e+00, 0.000000000000000e+00, 1.321248588406937e+00, 1.096307088878119e+00, 0.000000000000000e+00, -4.561199912744220e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.651017031489009e-07, 2.982193637691618e-03, 1.984157645443815e-04, -2.701280079057984e+02, 2.398980430039739e+00, 0.000000000000000e+00
1611, 6.298619508743290e-02, -1.711816056088189e-02, 8.797579959809193e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.238622043004366e+00, 0.000000000000000e+00, 1.295448817201746e+00, 1.095569992214566e+00, 0.000000000000000e+00, -9.721154153782366e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.650174392290347e-07, 3.153463618474261e-03, 2.151399601589111e-04, -3.030165550310274e+02, 2.437371113911642e+00, 0.000000000000000e+00
1637, 5.711802840232865e-02, -1.751573761513851e-02, 8.611114986113243e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.167470077915441e+00, 0.000000000000000e+00, 1.266988031166176e+00, 1.094702767643406e+00, 0.000000000000000e+00, -1.541331136089635e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.649182634070049e-07, 3.383021303463763e-03, 2.179843663381469e-04, -3.545383546859532e+02, 2.484823014362490e+00, 0.000000000000000e+00
1663, 5.161416530609130e-02, -1.785091524478713e-02, 8.412832326787331e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.091821977343471e+00, 0.000000000000000e+00, 1.236728790937388e+00, 1.093743110282292e+00, 0.000000000000000e+00, -2.146515940665395e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.648084717499826e-07, 3.645291891116352e-03, 2.059588743667077e-04, -4.195341717166152e+02, 2.534644882077464e+00, 0.000000000000000e+00
1689, 4.642483592033390e-02, -1.811990264574837e-02, 8.212154159536315e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.015328218683018e+00, 0.000000000000000e+00, 1.206131287473207e+00, 1.092749414016282e+00, 0.000000000000000e+00, -2.758466009949015e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.646947356821530e-07, 3.915679938692330e-03, 1.757541175086784e-04, -4.941624643293392e+02, 2.577905561790819e+00, 0.000000000000000e+00
1715, 4.156750440597530e-02, -1.830185660058101e-02, 8.007929683944612e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.937580463203151e+00, 0.000000000000000e+00, 1.175032185281260e+00, 1.091723361610037e+00, 0.000000000000000e+00, -3.380448053787953e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.645772426417172e-07, 4.185278114358154e-03, 1.252807129400348e-04, -5.768177495702923e+02, 2.612119172678914e+00, 0.000000000000000e+00
1741, 3.698146343231200e-02, -1.840257739412388e-02, 7.776569395053919e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.849594015665821e+00, 0.000000000000000e+00, 1.139837606266328e+00, 1.090531015869135e+00, 0.000000000000000e+00, -4.084339634086597e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.644406389341911e-07, 4.502415917124540e-03, 5.720162854864541e-05, -6.825899694962543e+02, 2.650713394165573e+00, 0.000000000000000e+00
1767, 3.265759348869320e-02, -1.841505392043621e-02, 7.537506695462923e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.759171127165637e+00, 0.000000000000000e+00, 1.103668450866254e+00, 1.089416652551453e+00, 0.000000000000000e+00, -4.807722742088069e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.643129028486416e-07, 4.834829876497677e-03, -4.348008509321747e-05, -8.287467436166205e+02, 2.682835782854511e+00, 0.000000000000000e+00
1793, 2.861636877059940e-02, -1.832734930192727e-02, 7.357125061671986e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.690366387443125e+00, 0.000000000000000e+00, 1.076146554977250e+00, 1.088294347508576e+00, 0.000000000000000e+00, -5.358160659868163e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.641841913006161e-07, 5.201618845031962e-03, -1.947510280592961e-04, -9.919831404611192e+02, 2.720378275279728e+00, 0.000000000000000e+00
1819, 2.490270137786870e-02, -1.812470715415701e-02, 7.249146943213578e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.648408198247659e+00, 0.000000000000000e+00, 1.059363279299063e+00, 1.087279260434135e+00, 0.000000000000000e+00, -5.693826173431893e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.640677196861289e-07, 5.544522164835613e-03, -3.862010488511227e-04, -1.131889522947507e+03, 2.757897501348703e+00, 0.000000000000000e+00
1845, 2.143678069114690e-02, -1.782725851607218e-02, 7.177677727037589e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.621045084076978e+00, 0.000000000000000e+00, 1.048418033630791e+00, 1.086759937070951e+00, 0.000000000000000e+00, -5.912731086797336e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.640081115359098e-07, 5.764831094359562e-03, -5.905758861990999e-04, -1.245040421564561e+03, 2.774137724666228e+00, 0.000000000000000e+00
1871, 1.820489764213560e-02, -1.743855324746434e-02, 7.171610700545639e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.618574819812345e+00, 0.000000000000000e+00, 1.047429927924938e+00, 1.086654203912111e+00, 0.000000000000000e+00, -5.932493200914399e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.639959737207568e-07, 5.961025583138173e-03, -8.433181901395013e-04, -1.373762536670463e+03, 2.789984067150844e+00, 0.000000000000000e+00
1897, 1.524919271469120e-02, -1.695188809182943e-02, 7.262101497837394e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.652271313138248e+00, 0.000000000000000e+00, 1.060908525255299e+00, 1.086922845726324e+00, 0.000000000000000e+00, -5.662921254307178e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.640268117692066e-07, 6.140345340609414e-03, -1.159349238068019e-03, -1.506627539947479e+03, 2.816637540685812e+00, 0.000000000000000e+00
1923, 1.256430149078370e-02, -1.637356089156694e-02, 7.472511035077330e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.730767598226397e+00, 0.000000000000000e+00, 1.092307039290559e+00, 1.087580118061678e+00, 0.000000000000000e+00, -5.034950973601988e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.641022458310826e-07, 6.275940295437077e-03, -1.538753004141850e-03, -1.618726802796080e+03, 2.854015599702072e+00, 0.000000000000000e+00
1949, 1.017087697982790e-02, -1.570677210519662e-02, 7.839927354768217e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.867335818520034e+00, 0.000000000000000e+00, 1.146934327408013e+00, 1.088452810382051e+00, 0.000000000000000e+00, -3.942405211252887e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.642023685801047e-07, 6.387907806975873e-03, -2.004715509565103e-03, -1.676844866866270e+03, 2.911580248999705e+00, 0.000000000000000e+00
1975, 8.062899112701419e-03, -1.496088690897124e-02, 8.311557961636912e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.043751395234615e+00, 0.000000000000000e+00, 1.217500558093846e+00, 1.089857766633600e+00, 0.000000000000000e+00, -2.531080597536240e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.643634741178201e-07, 6.302609278023161e-03, -2.451480238768172e-03, -1.615402005239894e+03, 2.945653313340129e+00, 0.000000000000000e+00
2001, 6.177186965942380e-03, -1.415337545359950e-02, 8.738499494626700e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.205971330038531e+00, 0.000000000000000e+00, 1.282388532015412e+00, 1.091857225564425e+00, 0.000000000000000e+00, -1.233321119104911e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.645925744636313e-07, 6.046705580738223e-03, -2.800314794164476e-03, -1.542955887152147e+03, 2.943739353323011e+00, 0.000000000000000e+00
2027, 4.468053579330440e-03, -1.329606314743367e-02, 9.124631638630869e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.355080439384627e+00, 0.000000000000000e+00, 1.342032175753850e+00, 1.094285588355592e+00, 0.000000000000000e+00, -4.044824433614648e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.648705409564499e-07, 5.755330502202434e-03, -3.221715270713645e-03, -1.619951764238786e+03, 2.926055824533236e+00, 0.000000000000000e+00
2053, 3.018766641616820e-03, -1.238535692081184e-02, 9.691717460059985e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.571346336369110e+00, 0.000000000000000e+00, 1.428538534547644e+00, 1.096665818678715e+00, 0.000000000000000e+00, 1.689678931539716e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.651427025451423e-07, 5.407508167729792e-03, -3.963879738757945e-03, -1.779178665594388e+03, 2.921838208264785e+00, 0.000000000000000e+00
2079, 1.912891864776610e-03, -1.142304632796540e-02, 1.055441058221400e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.897304057413577e+00, 0.000000000000000e+00, 1.558921622965430e+00, 1.098938499395780e+00, 0.000000000000000e+00, 4.297340699895453e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.654022944879123e-07, 4.659938824197110e-03, -4.822014524078777e-03, -1.707031498347233e+03, 2.891048551605712e+00, 0.000000000000000e+00
2105, 1.121968030929570e-03, -1.042258642208920e-02, 1.144750689101451e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.237399011703860e+00, 0.000000000000000e+00, 1.694959604681544e+00, 1.101619287226679e+00, 0.000000000000000e+00, 7.018100334217723e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.657081607382462e-07, 3.198249935465366e-03, -4.710521012081766e-03, -1.137027655905006e+03, 2.664030939054085e+00, 0.000000000000000e+00
2131, 5.391836166381840e-04, -9.399789328701353e-03, 1.218808241228392e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.520527447869296e+00, 0.000000000000000e+00, 1.808210979147718e+00, 1.103816323067376e+00, 0.000000000000000e+00, 9.283127823541205e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.659585586569256e-07, 1.695910716363274e-03, -3.696085391220866e-03, -4.929891811113903e+02, 2.250903399141881e+00, 0.000000000000000e+00
2157, 1.753866672515870e-04, -8.359597187965693e-03, 1.273613502206811e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.729862585342825e+00, 0.000000000000000e+00, 1.891945034137129e+00, 1.105233277444513e+00, 0.000000000000000e+00, 1.095780892332944e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.661199192924733e-07, 5.134416035029818e-04, -1.991655377108745e-03, -1.774631500442074e+01, 1.605077786643473e+00, 0.000000000000000e+00
2183, 0.000000000000000e+00, -7.308279910687969e-03, 1.291777952953738e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.799453695054329e+00, 0.000000000000000e+00, 1.919781478021731e+00, 1.105724726590870e+00, 0.000000000000000e+00, 1.151453780102147e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.661758608670588e-07, -4.471965289050262e-06, 1.208253968363563e-04, 1.364398282888991e+02, 3.885198852218672e-01, 0.000000000000000e+00
2209, 1.051127910614010e-04, -6.460908707825130e-03, 1.265444594084991e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.700050430965540e+00, 0.000000000000000e+00, 1.880020172386215e+00, 1.105356747458197e+00, 0.000000000000000e+00, 1.071931168831115e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.661339750215001e-07, 4.245658640624641e-04, 2.086786387905395e-03, -2.929898616972968e+01, 1.643431134735699e+00, 0.000000000000000e+00
2235, 3.451704978942870e-04, -5.611730193713190e-03, 1.231828194555125e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.571146351933026e+00, 0.000000000000000e+00, 1.828458540773210e+00, 1.104378821273196e+00, 0.000000000000000e+00, 9.688079056051050e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.660226273695418e-07, 1.286861241267629e-03, 3.483244428687111e-03, -3.985304287192744e+02, 2.185693545590515e+00, 0.000000000000000e+00
2261, 7.326900959014890e-04, -4.762197859636576e-03, 1.178380765355000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.366683242782949e+00, 0.000000000000000e+00, 1.746673297113179e+00, 1.102831413559326e+00, 0.000000000000000e+00, 8.052374182850428e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.658463382545098e-07, 2.403613237775238e-03, 4.380931127039434e-03, -8.358779278136620e+02, 2.567366929917398e+00, 0.000000000000000e+00
2287, 1.276999711990360e-03, -3.913337313793500e-03, 1.122979199883689e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.154801100745967e+00, 0.000000000000000e+00, 1.661920440298386e+00, 1.101086934758658e+00, 0.000000000000000e+00, 6.357317046554576e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.656474509403610e-07, 3.422398513000103e-03, 4.679474006948011e-03, -1.194550478003169e+03, 2.797644526806305e+00, 0.000000000000000e+00
2313, 1.973092555999760e-03, -3.066185239207982e-03, 1.069615021184170e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.951620833871135e+00, 0.000000000000000e+00, 1.580648333548454e+00, 1.099488919049651e+00, 0.000000000000000e+00, 4.731874911555917e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.654651250448911e-07, 4.133264246485364e-03, 4.423481524137588e-03, -1.354143654068556e+03, 2.899900131147311e+00, 0.000000000000000e+00
2339, 2.858132123947140e-03, -2.221185640342373e-03, 1.023978031675557e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.778619471189098e+00, 0.000000000000000e+00, 1.511447788475639e+00, 1.098210527014218e+00, 0.000000000000000e+00, 3.347864010099625e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.653191723464754e-07, 4.453224129799880e-03, 3.823345158277174e-03, -1.274298969049901e+03, 2.910158155515921e+00, 0.000000000000000e+00
2365, 3.939032554626460e-03, -1.378314394146653e-03, 9.946045142937197e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.666467237352506e+00, 0.000000000000000e+00, 1.466586894941002e+00, 1.097085477460282e+00, 0.000000000000000e+00, 2.450646139406888e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.651906571366190e-07, 4.537131013116357e-03, 3.283952818744342e-03, -1.091136105907775e+03, 2.895754759887994e+00, 0.000000000000000e+00
2391, 5.185037851333620e-03, -5.369828698443251e-04, 9.764366236649272e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.596192095647707e+00, 0.000000000000000e+00, 1.438476838259083e+00, 1.096079122006601e+00, 0.000000000000000e+00, 1.888445005768498e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.650756452655880e-07, 4.586521479508329e-03, 2.967650793765294e-03, -9.666477597656022e+02, 2.897891970945845e+00, 0.000000000000000e+00
2417, 6.539613008499150e-03, 3.043583421888409e-04, 9.579813421956853e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.525876494312107e+00, 0.000000000000000e+00, 1.410350597724843e+00, 1.095350544513360e+00, 0.000000000000000e+00, 1.325920195083699e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.649923468491451e-07, 4.655324322455883e-03, 2.800171578140545e-03, -9.634858651028538e+02, 2.904169354089813e+00, 0.000000000000000e+00
2443, 7.984459400177000e-03, 1.146865582666945e-03, 9.325756478209773e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.429768993776268e+00, 0.000000000000000e+00, 1.371907597510507e+00, 1.094520456463772e+00, 0.000000000000000e+00, 5.570601907969810e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.648974093625097e-07, 4.830433678195491e-03, 2.682551783882599e-03, -1.031837434065136e+03, 2.938454134311780e+00, 0.000000000000000e+00
2469, 9.577721357345579e-03, 1.991553222353547e-03, 9.075756568325297e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.336140080924026e+00, 0.000000000000000e+00, 1.334456032369610e+00, 1.093967759209258e+00, 0.000000000000000e+00, -1.919711120209478e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.648341774532882e-07, 4.874339500824247e-03, 2.456347783908103e-03, -1.045644542647857e+03, 2.937945950750400e+00, 0.000000000000000e+00
2495, 1.134461164474490e-02, 2.840162185856466e-03, 8.906860884638801e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.272618418709694e+00, 0.000000000000000e+00, 1.309047367483878e+00, 1.093487404200875e+00, 0.000000000000000e+00, -7.001444097356038e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.647792091258258e-07, 4.882081398469607e-03, 2.241947662725064e-03, -1.014138521768387e+03, 2.937426902145793e+00, 0.000000000000000e+00
2521, 1.328635215759280e-02, 3.694629323692376e-03, 8.794385809390539e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.230258692279469e+00, 0.000000000000000e+00, 1.292103476911787e+00, 1.093137702005696e+00, 0.000000000000000e+00, -1.039022221177408e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.647391842579988e-07, 4.864952872948214e-03, 2.048930299938369e-03, -9.720024035111551e+02, 2.938753437953668e+00, 0.000000000000000e+00
2547, 1.542121171951290e-02, 4.557068727822897e-03, 8.718659653265198e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.201852832340000e+00, 0.000000000000000e+00, 1.280741132936000e+00, 1.092935985227077e+00, 0.000000000000000e+00, -1.266269100693163e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.647160940616971e-07, 4.829418603812115e-03, 1.879167557291282e-03, -9.297887485454105e+02, 2.939991009238293e+00, 0.000000000000000e+00
2573, 1.774638891220090e-02, 5.430067284479322e-03, 8.675415853500337e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.185594681891908e+00, 0.000000000000000e+00, 1.274237872756763e+00, 1.092806575591991e+00, 0.000000000000000e+00, -1.396334304277898e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.647012796408596e-07, 4.812006493226404e-03, 1.756896615766942e-03, -9.041206170887117e+02, 2.948683132769850e+00, 0.000000000000000e+00
2599, 2.023851871490480e-02, 6.315900593330157e-03, 8.633582932160422e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.170155527020241e+00, 0.000000000000000e+00, 1.268062210808096e+00, 1.092779621782825e+00, 0.000000000000000e+00, -1.519847543251230e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.646981939419611e-07, 4.794231220960724e-03, 1.658730411535434e-03, -8.965485634268102e+02, 2.955769813533782e+00, 0.000000000000000e+00
2625, 2.291005849838260e-02, 7.216617699543322e-03, 8.584742298826564e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.152223301344856e+00, 0.000000000000000e+00, 1.260889320537942e+00, 1.092780145634234e+00, 0.000000000000000e+00, -1.663305348654314e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.646982539133497e-07, 4.785580465381598e-03, 1.574232952271832e-03, -8.976618412752081e+02, 2.963631593834452e+00, 0.000000000000000e+00
2651, 2.576607465744020e-02, 8.134208899545492e-03, 8.542793974609123e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.136879732388819e+00, 0.000000000000000e+00, 1.254751892955527e+00, 1.092800837543978e+00, 0.000000000000000e+00, -1.786053900302612e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.647006227465589e-07, 4.767391566692364e-03, 1.501334144729584e-03, -8.950577154479599e+02, 2.967958514436295e+00, 0.000000000000000e+00
2677, 2.879580855369570e-02, 9.070142295073112e-03, 8.501874744086139e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.121937386758213e+00, 0.000000000000000e+00, 1.248774954703285e+00, 1.092829902757318e+00, 0.000000000000000e+00, -1.905592665347463e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.647039501276465e-07, 4.748669333931053e-03, 1.442153664464730e-03, -8.954038962750880e+02, 2.969977949345318e+00, 0.000000000000000e+00
2703, 3.199326992034910e-02, 1.002538552950620e-02, 8.451779384493469e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.103487131918941e+00, 0.000000000000000e+00, 1.241394852767576e+00, 1.092810553507921e+00, 0.000000000000000e+00, -2.053194704061637e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.647017350334539e-07, 4.747607494759666e-03, 1.393566874659546e-03, -9.017291965491273e+02, 2.974323256710999e+00, 0.000000000000000e+00
2729, 3.537228703498840e-02, 1.100053830475941e-02, 8.397424506881770e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.083436520369788e+00, 0.000000000000000e+00, 1.233374608147915e+00, 1.092778111227086e+00, 0.000000000000000e+00, -2.213599596454859e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.646980210109255e-07, 4.746495877432194e-03, 1.350936777374625e-03, -9.082864460823794e+02, 2.977127971235297e+00, 0.000000000000000e+00
2755, 3.891497850418090e-02, 1.199542636165514e-02, 8.339524304084802e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.062038570393919e+00, 0.000000000000000e+00, 1.224815428157567e+00, 1.092728982025176e+00, 0.000000000000000e+00, -2.384783196261809e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.646923965505452e-07, 4.754993798530239e-03, 1.322998422671793e-03, -9.235007737848275e+02, 2.978932224571521e+00, 0.000000000000000e+00
2781, 4.259017109870910e-02, 1.300879523125256e-02, 8.258527942653038e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.031700094629594e+00, 0.000000000000000e+00, 1.212680037851837e+00, 1.092513163435005e+00, 0.000000000000000e+00, -2.627491002376409e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.646676875041559e-07, 4.804269300258270e-03, 1.302517787095614e-03, -9.490853592678241e+02, 2.989286599847217e+00, 0.000000000000000e+00
2807, 4.645630717277530e-02, 1.404000673699968e-02, 8.167443907596513e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.997490843166872e+00, 0.000000000000000e+00, 1.198996337266749e+00, 1.092231728255904e+00, 0.000000000000000e+00, -2.901165014078183e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.646354624034665e-07, 4.855309148316336e-03, 1.276899260265718e-03, -9.707239317731090e+02, 2.996467829115097e+00, 0.000000000000000e+00
2833, 5.049252510070800e-02, 1.508703776355543e-02, 8.080547575224404e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.964850012922200e+00, 0.000000000000000e+00, 1.185940005168880e+00, 1.091955701006107e+00, 0.000000000000000e+00, -3.162291656035566e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.646038525458848e-07, 4.891053916667593e-03, 1.250641996330464e-03, -9.864734557509083e+02, 2.997380427995431e+00, 0.000000000000000e+00
2859, 5.469727516174332e-02, 1.614722142590266e-02, 7.984864745015452e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.928885299652606e+00, 0.000000000000000e+00, 1.171554119861042e+00, 1.091636086587982e+00, 0.000000000000000e+00, -3.450009362192309e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.645672462841682e-07, 4.936682227126955e-03, 1.223042721054709e-03, -1.005718428684250e+03, 2.998852151374930e+00, 0.000000000000000e+00
2885, 5.909299850463870e-02, 1.721776968235340e-02, 7.884794684018633e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.891299674309236e+00, 0.000000000000000e+00, 1.156519869723694e+00, 1.091304137905093e+00, 0.000000000000000e+00, -3.750694364939277e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.645292217498439e-07, 4.981292751872290e-03, 1.193621193070490e-03, -1.024771966338185e+03, 2.997462402282252e+00, 0.000000000000000e+00
2911, 6.365954875946053e-02, 1.829476830523645e-02, 7.781332668425273e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.852463773858552e+00, 0.000000000000000e+00, 1.140985509543420e+00, 1.090961032539902e+00, 0.000000000000000e+00, -4.061381568544747e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.644899132273857e-07, 5.027840133401588e-03, 1.166649744286281e-03, -1.047361265970895e+03, 2.993626010020669e+00, 0.000000000000000e+00
2937, 6.838649511337280e-02, 1.937421363332082e-02, 7.663723409733475e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.808183279300989e+00, 0.000000000000000e+00, 1.123273311720395e+00, 1.090507634727729e+00, 0.000000000000000e+00, -4.415625525005253e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.644379594861602e-07, 5.097490736266429e-03, 1.137955115732298e-03, -1.075772541487068e+03, 2.993632146242545e+00, 0.000000000000000e+00
2963, 7.332068681716920e-02, 2.045150424559794e-02, 7.542163470284583e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.762431661415607e+00, 0.000000000000000e+00, 1.104972664566243e+00, 1.090030588969225e+00, 0.000000000000000e+00, -4.781638468088302e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.643832844829984e-07, 5.163640480425482e-03, 1.103624051685168e-03, -1.101154622056382e+03, 2.989088580997474e+00, 0.000000000000000e+00
2989, 7.843562960624716e-02, 2.152201353670243e-02, 7.421421035757442e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.717031598010960e+00, 0.000000000000000e+00, 1.086812639204384e+00, 1.089558873175366e+00, 0.000000000000000e+00, -5.144838975325479e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.643292087525577e-07, 5.214154632231814e-03, 1.063764489284663e-03, -1.120798622288470e+03, 2.980146119334220e+00, 0.000000000000000e+00
3015, 8.375442028045650e-02, 2.258013984077118e-02, 7.297212678995184e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.670391209356525e+00, 0.000000000000000e+00, 1.068156483742610e+00, 1.089082975633857e+00, 0.000000000000000e+00, -5.517962084560966e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.642746419439925e-07, 5.266484263739133e-03, 1.019173951618049e-03, -1.142061323205256e+03, 2.969123284973791e+00, 0.000000000000000e+00
3041, 8.928063511848464e-02, 2.362074706930378e-02, 7.174797919476863e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.624526150667045e+00, 0.000000000000000e+00, 1.049810460266818e+00, 1.088640067506559e+00, 0.000000000000000e+00, -5.884882554076800e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.642238471673228e-07, 5.307909497095708e-03, 9.699278290530394e-04, -1.161005804170306e+03, 2.953832567764153e+00, 0.000000000000000e+00
